dictID,org,pathway,name,entrez,is_bottleneck,reaction,reaction_type,betweenness,degree,community,eccentricity,radius,diameter
NA,mmu,4928,NA,mmu:142681 / mmu:20505 / mmu:20531,0,NA,NA,0,1,3,6,4,12
NA,mmu,4928,NA,mmu:17258 / mmu:17260 / mmu:17261,0,NA,NA,7.309942e-05,3,3,5,4,12
NA,mmu,4928,NA,mmu:18227,1,NA,NA,0.0006578947,3,3,4,4,12
NA,mmu,4928,NA,mmu:16658,0,NA,NA,0,1,4,6,4,12
NA,mmu,4928,NA,mmu:20683,0,NA,NA,0,1,4,6,4,12
NA,mmu,4928,NA,mmu:64654,1,NA,NA,0.0006578947,2,7,5,4,12
NA,mmu,4928,NA,mmu:14182,1,NA,NA,0.0004385965,2,7,6,4,12
NA,mmu,4928,NA,mmu:16591,0,NA,NA,0,1,7,7,4,12
NA,mmu,4928,NA,mmu:26413 / mmu:26417,0,NA,NA,0.03854167,3,4,7,4,12
NA,mmu,4928,NA,mmu:13653,0,NA,NA,0.08399123,3,4,6,4,12
NA,mmu,4928,NA,mmu:20181 / mmu:20182 / mmu:20183,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4928,NA,mmu:15200,0,NA,NA,0.04385965,7,2,7,4,12
NA,mmu,4928,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4929,NA,mmu:14672 / mmu:14682,0,NA,NA,0.00177305,5,1,8,2,5
NA,mmu,4929,NA,mmu:18795 / mmu:18796 / mmu:18797 / mmu:18798,0,NA,NA,0,2,1,9,2,5
NA,mmu,4929,NA,mmu:16438 / mmu:16439 / mmu:16440,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4929,NA,mmu:18750 / mmu:18751 / mmu:18752,0,NA,NA,0,7,2,8,2,5
NA,mmu,4929,NA,mmu:18706 / mmu:18707 / mmu:18708 / mmu:18709 / mmu:18710 / mmu:74769,0,NA,NA,0.0005641522,4,3,8,2,5
NA,mmu,4929,NA,mmu:11651 / mmu:11652 / mmu:23797,0,NA,NA,0.001128304,7,3,7,2,5
NA,mmu,4929,NA,mmu:12291 / mmu:239556 / mmu:58226,0,NA,NA,0.0004432624,4,4,2,2,5
NA,mmu,4929,NA,mmu:15461 / mmu:16653 / mmu:18176,0,NA,NA,0.002659574,4,2,7,2,5
NA,mmu,4929,NA,mmu:26395 / mmu:26396,0,NA,NA,0.004654255,3,5,5,2,5
NA,mmu,4929,NA,mmu:26413 / mmu:26417,0,NA,NA,0.002518536,5,5,5,2,5
NA,mmu,4929,NA,mmu:16514 / mmu:16519 / mmu:16521 / mmu:16522 / mmu:16524,0,NA,NA,0,2,8,2,2,5
NA,mmu,4929,NA,mmu:114229,1,NA,NA,0.008865248,11,3,7,2,5
NA,mmu,4929,NA,mmu:109689 / mmu:216869,0,NA,NA,0.000967118,3,5,6,2,5
NA,mmu,4929,NA,mmu:109689 / mmu:216869,0,NA,NA,0.000967118,3,5,6,2,5
NA,mmu,4929,NA,mmu:280287,0,NA,NA,0,3,6,8,2,5
NA,mmu,4929,NA,mmu:22063 / mmu:22066 / mmu:22067,0,NA,NA,0,3,4,2,2,5
NA,mmu,4929,NA,mmu:14714,0,NA,NA,0,7,7,6,2,5
NA,mmu,4929,NA,mmu:14714,0,NA,NA,0,7,7,6,2,5
NA,mmu,4929,NA,mmu:14714,0,NA,NA,0,7,7,6,2,5
NA,mmu,4929,NA,mmu:280287,0,NA,NA,0,3,6,8,2,5
NA,mmu,4929,NA,mmu:280287,0,NA,NA,0,3,6,8,2,5
NA,mmu,4929,NA,mmu:242425 / mmu:54393,0,NA,NA,0,5,8,2,2,5
NA,mmu,4929,NA,mmu:15165 / mmu:15166 / mmu:15168,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4929,NA,mmu:12640 / mmu:20750,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4929,NA,mmu:12640 / mmu:16866,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4929,NA,mmu:76854,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4929,NA,mmu:13983,0,NA,NA,0,3,4,2,2,5
NA,mmu,4929,NA,mmu:12291,0,NA,NA,0.0004432624,4,4,2,2,5
NA,mmu,4929,NA,mmu:58226,0,NA,NA,0.0004432624,4,4,2,2,5
NA,mmu,4929,NA,mmu:239556,0,NA,NA,0.0004432624,4,4,2,2,5
NA,mmu,4929,NA,mmu:140492 / mmu:140493 / mmu:16534 / mmu:84036,0,NA,NA,0,3,2,9,2,5
NA,mmu,4929,NA,mmu:12288 / mmu:12289 / mmu:12292 / mmu:54652,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4929,NA,mmu:110157,1,NA,NA,0.01329787,5,9,6,2,5
NA,mmu,4930,NA,mmu:18746 / mmu:18770,0,NA,NA,0,5,4,2,2,6
NA,mmu,4930,NA,mmu:18706 / mmu:18707 / mmu:18708 / mmu:18709 / mmu:18710 / mmu:74769,0,NA,NA,0.008454106,7,1,5,2,6
NA,mmu,4930,NA,mmu:20528,1,NA,NA,0,7,1,6,2,6
NA,mmu,4930,NA,mmu:16367,0,NA,NA,0.03369565,21,2,4,2,6
NA,mmu,4930,NA,mmu:16337,1,NA,NA,0.09082126,12,2,4,2,6
NA,mmu,4930,NA,mmu:16333 / mmu:16334,0,NA,NA,0.03864734,9,3,5,2,6
NA,mmu,4930,NA,mmu:12702 / mmu:12703 / mmu:216233 / mmu:67296,0,NA,NA,0,5,2,4,2,6
NA,mmu,4930,NA,mmu:26413 / mmu:26417,0,NA,NA,0,5,2,4,2,6
NA,mmu,4930,NA,mmu:11450,0,NA,NA,0,1,1,7,2,6
NA,mmu,4930,NA,mmu:16150,0,NA,NA,0.00115942,5,2,5,2,6
NA,mmu,4930,NA,mmu:18753 / mmu:18754,0,NA,NA,0,4,2,5,2,6
NA,mmu,4930,NA,mmu:18609,0,NA,NA,0,2,3,6,2,6
NA,mmu,4930,NA,mmu:16367 / mmu:16369 / mmu:16370 / mmu:384783,0,NA,NA,0.03369565,21,2,4,2,6
NA,mmu,4930,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.00115942,5,2,5,2,6
NA,mmu,4930,NA,mmu:18762,0,NA,NA,0.01594203,10,1,5,2,6
NA,mmu,4930,NA,mmu:21926,0,NA,NA,0,5,1,6,2,6
NA,mmu,4930,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.00115942,5,2,5,2,6
NA,mmu,4930,NA,mmu:12286 / mmu:12287 / mmu:12288 / mmu:12289 / mmu:12290 / mmu:12291,0,NA,NA,0.002898551,4,3,6,2,6
NA,mmu,4930,NA,mmu:16333 / mmu:16334,0,NA,NA,0.03864734,9,3,5,2,6
NA,mmu,4930,NA,mmu:103988 / mmu:15275 / mmu:15277 / mmu:212032 / mmu:216019,0,NA,NA,0,2,4,2,2,6
NA,mmu,4930,NA,mmu:56717,0,NA,NA,0.01710145,11,1,5,2,6
NA,mmu,4930,NA,mmu:378435,0,NA,NA,0,2,3,6,2,6
NA,mmu,4930,NA,mmu:20526,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4930,NA,mmu:16514,0,NA,NA,0,6,3,7,2,6
NA,mmu,4930,NA,mmu:20927,0,NA,NA,0,6,3,7,2,6
NA,mmu,4931,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.001428041,4,1,5,3,9
NA,mmu,4931,NA,mmu:21926,0,NA,NA,0.005327281,3,1,6,3,9
NA,mmu,4931,NA,mmu:21937,0,NA,NA,0.007477305,5,1,6,3,9
NA,mmu,4931,NA,mmu:225579 / mmu:26457 / mmu:26458 / mmu:26459 / mmu:26568 / mmu:26569,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:16150,0,NA,NA,0.003929766,4,1,5,3,9
NA,mmu,4931,NA,mmu:56717,0,NA,NA,0,2,1,6,3,9
NA,mmu,4931,NA,mmu:58988 / mmu:72508,0,NA,NA,0.0004777831,2,1,5,3,9
NA,mmu,4931,NA,mmu:16337,0,NA,NA,0.02858735,10,1,4,3,9
NA,mmu,4931,NA,mmu:16367,1,NA,NA,0.01361018,21,1,4,3,9
NA,mmu,4931,NA,mmu:18706 / mmu:18707 / mmu:18708 / mmu:18709 / mmu:18710 / mmu:74769,0,NA,NA,0.001293996,4,1,4,3,9
NA,mmu,4931,NA,mmu:11651 / mmu:11652 / mmu:23797,0,NA,NA,0.005892658,7,1,4,3,9
NA,mmu,4931,NA,mmu:56637,0,NA,NA,0.02998089,6,1,4,3,9
NA,mmu,4931,NA,mmu:18751 / mmu:18753 / mmu:18761,0,NA,NA,0,2,1,5,3,9
NA,mmu,4931,NA,mmu:12491,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:20528,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:210789,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:16333 / mmu:16334,0,NA,NA,0,8,1,5,3,9
NA,mmu,4931,NA,mmu:110854,0,NA,NA,0,6,1,5,3,9
NA,mmu,4931,NA,mmu:16193,0,NA,NA,0.003511706,3,1,6,3,9
NA,mmu,4931,NA,mmu:20848,0,NA,NA,0.00422838,2,2,6,3,9
NA,mmu,4931,NA,mmu:12702,0,NA,NA,0.004706163,4,1,5,3,9
NA,mmu,4931,NA,mmu:12895,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:18035,0,NA,NA,0.003822265,3,3,6,3,9
NA,mmu,4931,NA,mmu:18033 / mmu:19697,0,NA,NA,0.00268753,4,1,5,3,9
NA,mmu,4931,NA,mmu:18751,0,NA,NA,0,2,1,5,3,9
NA,mmu,4931,NA,mmu:105651 / mmu:140491 / mmu:19045 / mmu:19046 / mmu:19047 / mmu:228966 / mmu:244416 / mmu:434233 / mmu:53412,0,NA,NA,0.002521633,9,4,5,3,9
NA,mmu,4931,NA,mmu:14936 / mmu:232493,0,NA,NA,0.04538939,11,4,4,3,9
NA,mmu,4931,NA,mmu:18127,0,NA,NA,0,6,1,4,3,9
NA,mmu,4931,NA,mmu:19246 / mmu:19247 / mmu:19268,0,NA,NA,0,2,1,5,3,9
NA,mmu,4931,NA,mmu:18762,0,NA,NA,0,6,1,5,3,9
NA,mmu,4931,NA,mmu:110651 / mmu:20111 / mmu:20112 / mmu:67071,0,NA,NA,0.0008361204,11,4,6,3,9
NA,mmu,4931,NA,mmu:16337,0,NA,NA,0.02858735,10,1,4,3,9
NA,mmu,4931,NA,mmu:384783,0,NA,NA,0.00984764,13,1,5,3,9
NA,mmu,4931,NA,mmu:18706 / mmu:18707 / mmu:18708 / mmu:18709 / mmu:18710 / mmu:74769,0,NA,NA,0.001293996,4,1,4,3,9
NA,mmu,4931,NA,mmu:11651 / mmu:11652 / mmu:23797,0,NA,NA,0.005892658,7,1,4,3,9
NA,mmu,4931,NA,mmu:56637,0,NA,NA,0.02998089,6,1,4,3,9
NA,mmu,4931,NA,mmu:16333 / mmu:16334,0,NA,NA,0,8,1,5,3,9
NA,mmu,4931,NA,mmu:16367,1,NA,NA,0.01361018,21,1,4,3,9
NA,mmu,4931,NA,mmu:16193,0,NA,NA,0.003511706,3,1,6,3,9
NA,mmu,4931,NA,mmu:20848,0,NA,NA,0.00422838,2,2,6,3,9
NA,mmu,4931,NA,mmu:12702,0,NA,NA,0.004706163,4,1,5,3,9
NA,mmu,4931,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.001428041,4,1,5,3,9
NA,mmu,4931,NA,mmu:21926,0,NA,NA,0.005327281,3,1,6,3,9
NA,mmu,4931,NA,mmu:21937,0,NA,NA,0.007477305,5,1,6,3,9
NA,mmu,4931,NA,mmu:16150,0,NA,NA,0.003929766,4,1,5,3,9
NA,mmu,4931,NA,mmu:18035,0,NA,NA,0.003822265,3,3,6,3,9
NA,mmu,4931,NA,mmu:18033 / mmu:19697,0,NA,NA,0.00268753,4,1,5,3,9
NA,mmu,4931,NA,mmu:18754,0,NA,NA,0,4,1,5,3,9
NA,mmu,4931,NA,mmu:100705,1,NA,NA,0,11,9,5,3,9
NA,mmu,4931,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.001428041,4,1,5,3,9
NA,mmu,4931,NA,mmu:26459,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:16150,0,NA,NA,0.003929766,4,1,5,3,9
NA,mmu,4931,NA,mmu:110854,0,NA,NA,0,6,1,5,3,9
NA,mmu,4931,NA,mmu:110854,0,NA,NA,0,6,1,5,3,9
NA,mmu,4931,NA,mmu:208104 / mmu:21428 / mmu:58805,0,NA,NA,0.001622472,4,1,4,3,9
NA,mmu,4931,NA,mmu:170826,0,NA,NA,0,4,1,5,3,9
NA,mmu,4931,NA,mmu:20787,0,NA,NA,0.009048017,8,1,4,3,9
NA,mmu,4931,NA,mmu:20526,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:20526,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:56458,1,NA,NA,0.02508361,9,5,4,3,9
NA,mmu,4931,NA,mmu:20526,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:18534 / mmu:74551,0,NA,NA,0,1,5,5,3,9
NA,mmu,4931,NA,mmu:14377 / mmu:14378 / mmu:68401,0,NA,NA,0,1,5,5,3,9
NA,mmu,4931,NA,mmu:19017,0,NA,NA,0.04491161,9,6,4,3,9
NA,mmu,4931,NA,mmu:19013,0,NA,NA,0.004777831,2,7,5,3,9
NA,mmu,4931,NA,mmu:228775,0,NA,NA,0.004777831,4,1,5,3,9
NA,mmu,4931,NA,mmu:22259 / mmu:22260,0,NA,NA,0.004419494,4,1,4,3,9
NA,mmu,4931,NA,mmu:20787,0,NA,NA,0.009048017,8,1,4,3,9
NA,mmu,4931,NA,mmu:105651 / mmu:140491 / mmu:19045 / mmu:19046 / mmu:19047 / mmu:228966 / mmu:244416 / mmu:434233 / mmu:53412,0,NA,NA,0.002521633,9,4,5,3,9
NA,mmu,4931,NA,mmu:14936 / mmu:232493,0,NA,NA,0.04538939,11,4,4,3,9
NA,mmu,4931,NA,mmu:110078 / mmu:110095 / mmu:19309,0,NA,NA,0,9,4,6,3,9
NA,mmu,4931,NA,mmu:20525 / mmu:20526,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:14583 / mmu:14584,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:16337,0,NA,NA,0.02858735,10,1,4,3,9
NA,mmu,4931,NA,mmu:16333 / mmu:16334,0,NA,NA,0,8,1,5,3,9
NA,mmu,4931,NA,mmu:16367,1,NA,NA,0.01361018,21,1,4,3,9
NA,mmu,4931,NA,mmu:18706 / mmu:18707 / mmu:18708 / mmu:18709 / mmu:18710 / mmu:74769,0,NA,NA,0.001293996,4,1,4,3,9
NA,mmu,4931,NA,mmu:18607,0,NA,NA,0,4,1,4,3,9
NA,mmu,4931,NA,mmu:11651 / mmu:11652 / mmu:23797,0,NA,NA,0.005892658,7,1,4,3,9
NA,mmu,4931,NA,mmu:56637,0,NA,NA,0.02998089,6,1,4,3,9
NA,mmu,4931,NA,mmu:56458,1,NA,NA,0.02508361,9,5,4,3,9
NA,mmu,4931,NA,mmu:19211,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:76055,0,NA,NA,0,1,8,4,3,9
NA,mmu,4931,NA,mmu:108155,1,NA,NA,0.1717166,25,1,3,3,9
NA,mmu,4931,NA,mmu:18127,0,NA,NA,0,6,1,4,3,9
NA,mmu,4931,NA,mmu:19017,0,NA,NA,0.04491161,9,6,4,3,9
NA,mmu,4931,NA,mmu:108155,1,NA,NA,0.1717166,25,1,3,3,9
NA,mmu,4931,NA,mmu:74343,0,NA,NA,0.04491161,8,6,4,3,9
NA,mmu,4931,NA,mmu:12912 / mmu:12913 / mmu:208647 / mmu:208677 / mmu:231991 / mmu:26427 / mmu:78284,0,NA,NA,0.002218279,2,6,5,3,9
NA,mmu,4931,NA,mmu:22259 / mmu:22260,0,NA,NA,0.004419494,4,1,4,3,9
NA,mmu,4931,NA,mmu:20787,0,NA,NA,0.009048017,8,1,4,3,9
NA,mmu,4931,NA,mmu:14936 / mmu:232493,0,NA,NA,0.04538939,11,4,4,3,9
NA,mmu,4931,NA,mmu:208104 / mmu:21428 / mmu:58805,0,NA,NA,0.001622472,4,1,4,3,9
NA,mmu,4931,NA,mmu:20528,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:228775,0,NA,NA,0.004777831,4,1,5,3,9
NA,mmu,4931,NA,mmu:105787 / mmu:108079 / mmu:108097 / mmu:108099 / mmu:19079 / mmu:19082 / mmu:241113,0,NA,NA,0,1,9,6,3,9
NA,mmu,4931,NA,mmu:100705,1,NA,NA,0,11,9,5,3,9
NA,mmu,4931,NA,mmu:12894,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4931,NA,mmu:11606,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4932,NA,mmu:16333 / mmu:16334,0,NA,NA,0,1,1,11,1,10
NA,mmu,4932,NA,mmu:16367 / mmu:384783,0,NA,NA,0.0193662,8,2,9,1,10
NA,mmu,4932,NA,mmu:11651 / mmu:11652 / mmu:23797,0,NA,NA,0.003390715,8,2,11,1,10
NA,mmu,4932,NA,mmu:20787,0,NA,NA,0,2,5,7,1,10
NA,mmu,4932,NA,mmu:208104 / mmu:21428 / mmu:58805,0,NA,NA,0,1,3,2,1,10
NA,mmu,4932,NA,mmu:18770,1,NA,NA,0,3,3,1,1,10
NA,mmu,4932,NA,mmu:21926,0,NA,NA,0.01525822,10,4,8,1,10
NA,mmu,4932,NA,mmu:18033 / mmu:19697,0,NA,NA,0.007335681,6,4,7,1,10
NA,mmu,4932,NA,mmu:16193,1,NA,NA,0.03521127,7,4,6,1,10
NA,mmu,4932,NA,mmu:12702,1,NA,NA,0.0356025,3,2,8,1,10
NA,mmu,4932,NA,mmu:18706 / mmu:18707 / mmu:18708 / mmu:18709 / mmu:18710 / mmu:74769,0,NA,NA,0.003260303,5,2,10,1,10
NA,mmu,4932,NA,mmu:56637 / mmu:606496,0,NA,NA,0,3,2,12,1,10
NA,mmu,4932,NA,mmu:19013,1,NA,NA,0.0003912363,2,5,5,1,10
NA,mmu,4932,NA,mmu:11450,1,NA,NA,0,3,5,4,1,10
NA,mmu,4932,NA,mmu:105787 / mmu:108079 / mmu:108097 / mmu:108099 / mmu:19079 / mmu:19082 / mmu:241113,0,NA,NA,0,3,5,5,1,10
NA,mmu,4932,NA,mmu:16846,0,NA,NA,0,1,5,7,1,10
NA,mmu,4932,NA,mmu:68465 / mmu:72674,0,NA,NA,0.0006846635,8,5,4,1,10
NA,mmu,4932,NA,mmu:12370,1,NA,NA,0.01467136,3,4,9,1,10
NA,mmu,4932,NA,mmu:12122,1,NA,NA,0.01251956,3,6,10,1,10
NA,mmu,4932,NA,mmu:13063 / mmu:13067,0,NA,NA,0.003325509,3,6,11,1,10
NA,mmu,4932,NA,mmu:12367,0,NA,NA,0,2,6,12,1,10
NA,mmu,4932,NA,mmu:12369,0,NA,NA,0,2,6,12,1,10
NA,mmu,4932,NA,mmu:12028,0,NA,NA,0,1,7,5,1,10
NA,mmu,4932,NA,mmu:14102,1,NA,NA,0.001173709,2,4,10,1,10
NA,mmu,4932,NA,mmu:13666,0,NA,NA,0,1,7,5,1,10
NA,mmu,4932,NA,mmu:13665,1,NA,NA,0.0007824726,2,7,4,1,10
NA,mmu,4932,NA,mmu:12125,1,NA,NA,0.0007824726,2,7,4,1,10
NA,mmu,4932,NA,mmu:11911,1,NA,NA,0.001173709,2,7,3,1,10
NA,mmu,4932,NA,mmu:13198,1,NA,NA,0.001173709,2,7,3,1,10
NA,mmu,4932,NA,mmu:13106,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4932,NA,mmu:21803,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4932,NA,mmu:21926,0,NA,NA,0.01525822,10,4,8,1,10
NA,mmu,4932,NA,mmu:14103,0,NA,NA,0,1,4,11,1,10
NA,mmu,4932,NA,mmu:78943,1,NA,NA,0,2,8,10,1,10
NA,mmu,4932,NA,mmu:22030,1,NA,NA,0.006651017,3,8,9,1,10
NA,mmu,4932,NA,mmu:16476,0,NA,NA,0,4,4,7,1,10
NA,mmu,4932,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.008281168,7,4,7,1,10
NA,mmu,4932,NA,mmu:16150,0,NA,NA,0.003912363,3,4,8,1,10
NA,mmu,4932,NA,mmu:18033 / mmu:19697,0,NA,NA,0.007335681,6,4,7,1,10
NA,mmu,4932,NA,mmu:16175 / mmu:16176,0,NA,NA,0,6,4,8,1,10
NA,mmu,4932,NA,mmu:16193,1,NA,NA,0.03521127,7,4,6,1,10
NA,mmu,4932,NA,mmu:21926,0,NA,NA,0.01525822,10,4,8,1,10
NA,mmu,4932,NA,mmu:26408,0,NA,NA,0.008607199,4,4,8,1,10
NA,mmu,4932,NA,mmu:12540,0,NA,NA,0,1,9,2,1,10
NA,mmu,4932,NA,mmu:19353,0,NA,NA,0,1,9,2,1,10
NA,mmu,4932,NA,mmu:26403,1,NA,NA,0,2,9,1,1,10
NA,mmu,4932,NA,mmu:21926,0,NA,NA,0.01525822,10,4,8,1,10
NA,mmu,4932,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.008281168,7,4,7,1,10
NA,mmu,4932,NA,mmu:16396,1,NA,NA,0.01408451,4,4,8,1,10
NA,mmu,4932,NA,mmu:14103,0,NA,NA,0,1,4,11,1,10
NA,mmu,4932,NA,mmu:110323 / mmu:12857 / mmu:12858 / mmu:12859 / mmu:12861 / mmu:12862 / mmu:12864 / mmu:12865 / mmu:12866 / mmu:12867 / mmu:12868 / mmu:12869 / mmu:17708 / mmu:17709 / mmu:17710 / mmu:20463 / mmu:333182 / mmu:66142 / mmu:75483 / mmu:78174 / mmu:84682,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4932,NA,mmu:100041273 / mmu:100042503 / mmu:104130 / mmu:17991 / mmu:17992 / mmu:17993 / mmu:17995 / mmu:225887 / mmu:226646 / mmu:227197 / mmu:230075 / mmu:407785 / mmu:407790 / mmu:54405 / mmu:595136 / mmu:66046 / mmu:66091 / mmu:66108 / mmu:66218 / mmu:66377 / mmu:66414 / mmu:66416 / mmu:66495 / mmu:66916 / mmu:67130 / mmu:67184 / mmu:67264 / mmu:67273 / mmu:68194 / mmu:68197 / mmu:68198 / mmu:68202 / mmu:68342 / mmu:68349 / mmu:68375 / mmu:69875 / mmu:70316 / mmu:72900 / mmu:75406 / mmu:78330,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4932,NA,mmu:66052 / mmu:66925 / mmu:66945 / mmu:67680,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4932,NA,mmu:17711 / mmu:22272 / mmu:22273 / mmu:66152 / mmu:66445 / mmu:66576 / mmu:66594 / mmu:66694 / mmu:67003 / mmu:67530,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4932,NA,mmu:22433,1,NA,NA,0.0001956182,2,8,11,1,10
NA,mmu,4932,NA,mmu:16847,1,NA,NA,0.001369327,8,5,6,1,10
NA,mmu,4932,NA,mmu:22259,0,NA,NA,0,2,5,7,1,10
NA,mmu,4932,NA,mmu:20181,1,NA,NA,0.0003912363,3,5,6,1,10
NA,mmu,4932,NA,mmu:16333 / mmu:16334,0,NA,NA,0,1,1,11,1,10
NA,mmu,4932,NA,mmu:16337,1,NA,NA,0.005086072,4,1,10,1,10
NA,mmu,4932,NA,mmu:20181,1,NA,NA,0.0003912363,3,5,6,1,10
NA,mmu,4932,NA,mmu:16337,1,NA,NA,0.005086072,4,1,10,1,10
NA,mmu,4932,NA,mmu:12606,0,NA,NA,0,1,8,12,1,10
NA,mmu,4932,NA,mmu:16194,1,NA,NA,0.0356025,2,4,7,1,10
NA,mmu,4932,NA,mmu:21937,0,NA,NA,0.002738654,3,4,8,1,10
NA,mmu,4932,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4932,NA,undefined,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4933,NA,mmu:13058 / mmu:237038 / mmu:50490,0,NA,NA,0,6,3,5,4,8
NA,mmu,4933,NA,mmu:11596,1,NA,NA,0.1860175,25,1,4,4,8
NA,mmu,4933,NA,mmu:18033 / mmu:19697,0,NA,NA,0.09301468,31,2,5,4,8
NA,mmu,4933,NA,mmu:11596,1,NA,NA,0.1860175,25,1,4,4,8
NA,mmu,4933,NA,mmu:18751,0,NA,NA,0.04578206,13,3,5,4,8
NA,mmu,4933,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.01164219,15,3,5,4,8
NA,mmu,4933,NA,mmu:13653,0,NA,NA,0,3,15,6,4,8
NA,mmu,4933,NA,mmu:15461 / mmu:16653 / mmu:18176,0,NA,NA,0,6,3,6,4,8
NA,mmu,4933,NA,mmu:19094 / mmu:26415 / mmu:26416 / mmu:29857,0,NA,NA,0.01659434,19,3,5,4,8
NA,mmu,4933,NA,mmu:26413 / mmu:26417,0,NA,NA,0.01006678,13,3,5,4,8
NA,mmu,4933,NA,mmu:21808 / mmu:21809,0,NA,NA,0.0001248439,3,4,7,4,8
NA,mmu,4933,NA,mmu:21812,0,NA,NA,0,2,5,7,4,8
NA,mmu,4933,NA,mmu:21813,0,NA,NA,0,3,16,6,4,8
NA,mmu,4933,NA,mmu:17126 / mmu:17127,0,NA,NA,0.002184769,8,5,6,4,8
NA,mmu,4933,NA,mmu:17128,0,NA,NA,0,2,17,7,4,8
NA,mmu,4933,NA,mmu:13614,0,NA,NA,0,3,2,5,4,8
NA,mmu,4933,NA,mmu:14066,0,NA,NA,0,3,2,5,4,8
NA,mmu,4933,NA,mmu:21824,0,NA,NA,0,3,2,5,4,8
NA,mmu,4933,NA,mmu:16175 / mmu:16176,0,NA,NA,0,3,2,5,4,8
NA,mmu,4933,NA,mmu:16193,0,NA,NA,0,3,2,5,4,8
NA,mmu,4933,NA,mmu:21926,0,NA,NA,0,3,2,5,4,8
NA,mmu,4933,NA,mmu:22329,0,NA,NA,0,3,2,5,4,8
NA,mmu,4933,NA,mmu:15894,0,NA,NA,0,3,2,5,4,8
NA,mmu,4933,NA,mmu:16476,1,NA,NA,0.06053742,29,2,4,4,8
NA,mmu,4933,NA,mmu:16452,1,NA,NA,0.03820225,5,6,5,4,8
NA,mmu,4933,NA,mmu:20850 / mmu:20851,0,NA,NA,0.002184769,2,7,6,4,8
NA,mmu,4933,NA,mmu:12443,0,NA,NA,0,2,7,7,4,8
NA,mmu,4933,NA,mmu:12567,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,mmu,4933,NA,mmu:20846 / mmu:20848,0,NA,NA,0.004369538,3,8,6,4,8
NA,mmu,4933,NA,mmu:26414 / mmu:26419 / mmu:26420,0,NA,NA,0.01164219,15,3,5,4,8
NA,mmu,4933,NA,mmu:19094 / mmu:26415 / mmu:26416 / mmu:29857,0,NA,NA,0.01659434,19,3,5,4,8
NA,mmu,4933,NA,mmu:12028,0,NA,NA,0.001186017,8,9,6,4,8
NA,mmu,4933,NA,mmu:12043,0,NA,NA,0.001186017,8,10,6,4,8
NA,mmu,4933,NA,mmu:12367,0,NA,NA,0,8,11,6,4,8
